id,code,title,definition
843505186,,Substance-induced impulse control disorders,
373645975,6C41.20,"Cannabis dependence, current use",Current cannabis dependence with use of cannabis within the past month.
831337417,6D83,Frontotemporal dementia,"Frontotemporal dementia (FTD) is a group of primary neurodegenerative disorders primarily affecting the frontal and temporal lobes. Onset is typically insidious with a gradual and worsening course. Several syndromic variants (some with an identified genetic basis or familiality) are described that include presentations with predominantly marked personality and behavioral changes (such as executive dysfunction, apathy, deterioration of social cognition, repetitive behaviours, and dietary changes),predominantly language deficits (that include semantic, agrammatic/nonfluent, and logopenic forms), predominantly movement-related deficits (progressive supranuclear palsy, corticobasal degeneration, multiple systems atrophy, or amyotrophic lateral sclerosis), or a combination of these deficits. Memory function, often remains relatively intact, particularly during the early stages of the disorder."
317761311,6A20.2,"Schizophrenia, continuous","Symptoms fulfilling all definitional requirements of Schizophrenia have been present for almost all of the illness course over a period of at least one year, with periods of subthreshold symptoms being very brief relative to the overall course."
111589839,6C40.62,Alcohol-induced psychotic disorder with mixed psychotic symptoms,"Alcohol-induced psychotic disorder with mixed psychotic symptoms is characterised by the presence of multiple psychotic symptoms, primarily hallucinations and delusions, when these are judged to be the direct consequence of alcohol use. The symptoms do not occur exclusively during hypnogogic or hypnopompic states, are not better accounted for by another mental and behavioural disorder (e.g., schizophrenia), and are not due to another disorder or disease classified elsewhere (e.g., epilepsies with visual symptoms)."
1183832314,6B42,Prolonged grief disorder,"Prolonged grief disorder is a disturbance in which, following the death of a partner, parent, child, or other person close to the bereaved, there is persistent and pervasive grief response characterised by longing for the deceased or persistent preoccupation with the deceased accompanied by intense emotional pain (e.g. sadness, guilt, anger, denial, blame, difficulty accepting the death, feeling one has lost a part of one’s self, an inability to experience positive mood, emotional numbness, difficulty in engaging with social or other activities). The grief response has persisted for an atypically long period of time following the loss (more than 6 months at a minimum) and clearly exceeds expected social, cultural or religious norms for the individual’s culture and context. Grief reactions that have persisted for longer periods that are within a normative period of grieving given the person’s cultural and religious context are viewed as normal bereavement responses and are not assigned a diagnosis. The disturbance causes significant impairment in personal, family, social, educational, occupational or other important areas of functioning."
162562386,6C49.60,Hallucinogen-induced mood disorder,"Hallucinogen-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with hallucinogens. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of hallucinogen intoxication. The amount and duration of hallucinogen use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the hallucinogen use, if the symptoms persist for a substantial period of time after cessation of the hallucinogen use, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with hallucinogen use)."
37291724,,Personality disorders and related traits,
567063364,6A80.5,Rapid cycling,"In the context of bipolar type I or bipolar type II disorder, there has been a high frequency of mood episodes (at least four) over the past 12 months. There may be a switch from one polarity of mood to the other, or the mood episodes may be demarcated by a period of remission. In individuals with a high frequency of mood episodes, some may have a shorter duration than those usually observed in bipolar type I or bipolar type II disorder. In particular, depressive periods may only last several days. If depressive and manic symptoms alternate very rapidly (i.e., from day to day or within the same day), a mixed episode should be diagnosed rather than rapid cycling."
1418561556,6C4D.1,"Harmful pattern of use of dissociative drugs, including ketamine or PCP","A pattern of use of dissociative drugs, including ketamine and phencyclidine (PCP), that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of dissociative drug use is evident over a period of at least 12 months if use is episodic or at least one month if use is continuous (i.e., daily or almost daily). Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to dissociative drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of dissociative drugs, including ketamine and PCP applies."
195531803,6D71,Mild neurocognitive disorder,"Mild neurocognitive disorder is characterized by mild impairment in one or more cognitive domains relative to that expected given the individual’s age and general premorbid level of cognitive functioning, which represents a decline from the individual’s previous level of functioning. Diagnosis is based on report from the patient, informant, or clinical observation, and is accompanied by objective evidence of impairment by quantified clinical assessment or standardized cognitive testing. Cognitive impairment is not severe enough to significantly interfere with an individual’s ability to perform activities related to personal, family, social, educational, and/or occupational functioning or other important functional areas. Cognitive impairment is not attributable to normal aging and may be static, progressive, or may resolve or improve depending on underlying cause or treatment. Cognitive impairment may be attributable to an underlying acquired disease of the nervous system, a trauma, an infection or other disease process affecting the brain, use of specific substances or medications, nutritional deficiency or exposure to toxins, or the etiology may be undetermined. The impairment is not due to current substance intoxication or withdrawal."
275556525,6C49.10,"Harmful pattern of use of hallucinogens, episodic","A pattern of episodic or intermittent use of hallucinogens that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic hallucinogen use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to hallucinogen intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of hallucinogens applies."
948425503,6A61.A,"Bipolar type II disorder, currently in full remission","Bipolar type II disorder, currently in full remission, is diagnosed when the definitional requirements for Bipolar type II disorder have been met but there are no longer any significant mood symptoms."
1630268048,6C72,Compulsive sexual behaviour disorder,"Compulsive sexual behaviour disorder is characterised by a persistent pattern of failure to control intense, repetitive sexual impulses or urges resulting in repetitive sexual behaviour. Symptoms may include repetitive sexual activities becoming a central focus of the person’s life to the point of neglecting health and personal care or other interests, activities and responsibilities; numerous unsuccessful efforts to significantly reduce repetitive sexual behaviour; and continued repetitive sexual behaviour despite adverse consequences or deriving little or no satisfaction from it. The pattern of failure to control intense, sexual impulses or urges and resulting repetitive sexual behaviour is manifested over an extended period of time (e.g., 6 months or more), and causes marked distress or significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. Distress that is entirely related to moral judgments and disapproval about sexual impulses, urges, or behaviours is not sufficient to meet this requirement."
1589999330,6C4C.6,"MDMA or related drug-induced psychotic disorder, including MDA","MDMA or related drug-induced psychotic disorder, including MDA is characterised by psychotic symptoms (e.g., delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with MDMA or related drugs. The intensity or duration of the symptoms is substantially in excess of psychotic-like disturbances of perception, cognition, or behaviour that are characteristic of MDMA or related drug intoxication. The amount and duration of MDMA or related drug use must be capable of producing psychotic symptoms. The symptoms are not better explained by a primary mental disorder (e.g., Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the MDMA or related drug use, if the symptoms persist for a substantial period of time after cessation of the MDMA or related drug use, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g., a history of prior episodes not associated with MDMA or related drug use, including MDA)."
766814084,6C40.0,Episode of harmful use of alcohol,"An episode of use of alcohol that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to alcohol intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of alcohol use."
858129053,6E60.0,Secondary speech or language syndrome,"A syndrome that involves significant features related to speech or language development that do not fulfill the diagnostic requirements of any of the specific developmental speech or language disorders that is judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. Possible etiologies include a disease of the nervous system, sensory impairment, brain injury or infection."
167946871,6B06,Selective mutism,"Selective mutism is characterised by consistent selectivity in speaking, such that a child demonstrates adequate language competence in specific social situations, typically at home, but consistently fails to speak in others, typically at school. The disturbance lasts for at least one month, is not limited to the first month of school, and is of sufficient severity to interfere with educational achievement or with social communication. Failure to speak is not due to a lack of knowledge of, or comfort with, the spoken language required in the social situation (e.g. a different language spoken at school than at home)."
817666175,6C4C.10,"Harmful use of MDMA or related drugs, including MDA, episodic","A pattern of episodic or intermittent use of MDMA or related drugs, including MDA, that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic use of MDMA or related drugs is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to MDMA or related drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of MDMA or related drugs, including MDA applies."
1934475925,6C4E.2,Other specified psychoactive substance dependence,"Other specified psychoactive substance dependence is a disorder of regulation of use of a specified substance arising from repeated or continuous use of the specified substance. The characteristic feature is a strong internal drive to use the specified substance, which is manifested by impaired ability to control use, increasing priority given to use over other activities and persistence of use despite harm or negative consequences. These experiences are often accompanied by a subjective sensation of urge or craving to use the specified substance. Physiological features of dependence may also be present, including tolerance to the effects of the specified substance, withdrawal symptoms following cessation or reduction in use of the specified substance, or repeated use of the specified substance or pharmacologically similar substances to prevent or alleviate withdrawal symptoms. The features of dependence are usually evident over a period of at least 12 months but the diagnosis may be made if use of the specified substance is continuous (daily or almost daily) for at least 3 months."
1824621163,6C45.60,Cocaine-induced psychotic disorder with hallucinations,"Cocaine-induced psychotic disorder with hallucinations is characterised by the by the presence of hallucinations that are judged to be the direct consequence of cocaine use. Neither delusions nor other psychotic symptoms are present. The symptoms do not occur exclusively during hypnogogic or hypnopompic states, are not better accounted for by another mental and behavioural disorder (e.g., schizophrenia), and are not due to another disorder or disease classified elsewhere (e.g., epilepsies with visual symptoms)."
310393530,,Disruptive behaviour or dissocial disorders,"Disruptive behaviour and dissocial disorders are characterised by persistent behaviour problems that range from markedly and persistently defiant, disobedient, provocative or spiteful (i.e., disruptive) behaviours to those that persistently violate the basic rights of others or major age-appropriate societal norms, rules, or laws (i.e., dissocial). Onset of Disruptive and dissocial disorders is commonly, though not always, during childhood."
657890038,6C4E.73,Impulse control disorder induced by other specified psychoactive substance,"Impulse control disorder induced by other specified psychoactive substance is characterised by persistently repeated behaviours in which there is recurrent failure to resist an impulse, drive, or urge to perform an act that is rewarding to the person, at least in the short-term, despite longer-term harm either to the individual or to others (e.g., fire setting or stealing without apparent motive, repetitive sexual behaviour, aggressive outbursts) that develop during or soon after intoxication with or withdrawal from a specified psychoactive substance. The intensity or duration of the symptoms is substantially in excess of disturbances of impulse control that are characteristic of intoxication with or withdrawal from the specified psychoactive substance. The amount and duration of the specified psychoactive substance use must be capable of producing disturbances of impulse control. The symptoms are not better explained by a primary mental disorder (e.g., an Impulse control disorder, a Disorder due to addictive behaviours), as might be the case if the impulse control disturbances preceded the onset of the specified psychoactive substance use, if the symptoms persist for a substantial period of time after cessation of use or withdrawal of the specified psychoactive substance, or if there is other evidence of a pre-existing primary mental disorder with impulse control symptoms (e.g., a history of prior episodes not associated with specified psychoactive substance use)."
523677473,6E40,Psychological or behavioural factors affecting disorders or diseases classified elsewhere,"Psychological and behavioural factors affecting disorders or diseases classified elsewhere are those that may adversely affect the manifestation, treatment, or course of a condition classified in another chapter of the ICD. These factors may adversely affect the manifestation, treatment, or course of the disorder or disease classified in another chapter by: interfering with the treatment of the disorder or disease by affecting treatment adherence or care seeking; constituting an additional health risk; or influencing the underlying pathophysiology to precipitate or exacerbate symptoms or otherwise necessitate medical attention. This diagnosis should be assigned only when the factors increase the risk of suffering, disability, or death and represent a focus of clinical attention, and should be assigned together with the diagnosis for the relevant other condition."
1246085612,6D72.1,Amnestic disorder due to psychoactive substances including medications,"All definitional requirements for amnestic disorder are met. The memory symptoms are judged to be the direct consequence of psychoactive substance use. The intensity and duration of substance use must be known to be capable of producing memory impairment. The memory impairment may develop during or soon after substance intoxication or withdrawal, but its intensity and duration are substantially in excess of those normally associated with these conditions. The symptoms are not better accounted for by another disorder or medical condition, as might be the case if the amnestic symptoms preceded the onset of substance use."
1218193465,6C4C,"Disorders due to use of MDMA or related drugs, including MDA","Disorders due to use of MDMA or related drugs, including MDA are characterised by the pattern and consequences of MDMA or related drug use. MDMA is methylene-dioxymethamphetamine and is a common drug of abuse in many countries especially among young people. It is predominantly available in tablet form known as ‘ecstasy’. Pharmacologically, MDMA has stimulant and empathogenic properties and these encourage its use among young people for social and other interactions. Considering its wide prevalence in many countries and among many sub-groups of young people, MDMA and Related Drug Dependence and MDMA and Related Drug Withdrawal are comparatively uncommon. Substance-Induced Mental Disorders may arise from its use. Several analogues of MDMA exist, including MDA (methylene-dioxyamphetamine)."
487973986,6C4F.21,"Multiple specified psychoactive substances dependence, early full remission",
1498766637,6A03.1,Developmental learning disorder with impairment in written expression,"Developmental learning disorder with impairment in written expression is characterised by significant and persistent difficulties in learning academic skills related to writing, such as spelling accuracy, grammar and punctuation accuracy, and organisation and coherence of ideas in writing. The individual’s performance in written expression is markedly below what would be expected for chronological age and level of intellectual functioning and results in significant impairment in the individual’s academic or occupational functioning. Developmental learning disorder with impairment in written expression is not due to a disorder of intellectual development, sensory impairment (vision or hearing), a neurological or motor disorder, lack of availability of education, lack of proficiency in the language of academic instruction, or psychosocial adversity."
2059548662,6C4D.10,"Harmful pattern of use of dissociative drugs including ketamine or PCP, episodic","A pattern of episodic or intermittent use of dissociative drugs, including ketamine and phencyclidine (PCP), that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic use of dissociative drugs is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to dissociative drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of dissociative drugs, including ketamine and PCP applies."
294762853,6A05.0,"Attention deficit hyperactivity disorder, predominantly inattentive presentation","All definitional requirements for attention deficit hyperactivity disorder are met and inattentive symptoms are predominant in the clinical presentation. Inattention refers to significant difficulty in sustaining attention to tasks that do not provide a high level of stimulation or frequent rewards, distractibility and problems with organisation. Some hyperactive-impulsive symptoms may also be present, but these are not clinically significant in relation to the inattentive symptoms."
671215150,6C46.22,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained partial remission","After a diagnosis of Stimulant dependence including amphetamines, methamphetamine and methcathinone but excluding caffeine, cocaine and synthetic cathinones, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in amphetamine or other stimulant consumption for more than 12 months, such that even though amphetamine or other stimulant use has occurred during this period, the definitional requirements for dependence have not been met."
1025518626,6C4F.10,"Harmful pattern of use of multiple specified psychoactive substances, episodic","A pattern of episodic or intermittent use of a specified psychoactive substance or medication that is not included in the other substance classes specifically identified under Disorders Due to Substance Use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic substance use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to intoxication due to the specified substance or medication on the part of the person to whom the diagnosis of Harmful pattern of use of other specified psychoactive substance applies."
100209899,6C4D.11,"Harmful pattern of use of dissociative drugs including ketamine or PCP, continuous","A pattern of continuous (daily or almost daily) use of dissociative drugs, including ketamine and phencyclidine (PCP), that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of continuous use of dissociative drugs is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to dissociative drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of dissociative drugs, including ketamine and PCP applies."
1855418451,6D80.1,Dementia due to Alzheimer disease with late onset,"Dementia due to Alzheimer disease that develops at the age of 65 years or above. This is the most common pattern, representing more than 95% of all cases."
1429171137,6A23.02,"Acute and transient psychotic disorder, first episode, in full remission","All definitional requirements for Acute and transient psychotic disorder, first episode in terms of symptoms and duration were previously met. Symptoms have ameliorated such that no significant symptoms remain. The remission may have occurred in response to medication or other treatment."
1229687244,6C43.20,"Opioid dependence, current use","Opioid dependence, with use of an opioid within the past month."
700487590,6E40.1,Psychological symptoms affecting disorders or diseases classified elsewhere,"All diagnostic requirements for Psychological or behavioural factors affecting disorders or diseases classified elsewhere are met. The individual exhibits psychological symptoms that do not meet the diagnostic requirements for a mental, behavioural, or neurodevelopmental disorder that adversely affect the manifestation, treatment, or course of a disorder or disease classified in another chapter (e.g., depressive symptoms interfering with rehabilitation following surgery)."
1336943699,,Anxiety or fear-related disorders,"Anxiety and fear-related disorders are characterised by excessive fear and anxiety and related behavioural disturbances, with symptoms that are severe enough to result in significant distress or significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. Fear and anxiety are closely related phenomena; fear represents a reaction to perceived imminent threat in the present, whereas anxiety is more future-oriented, referring to perceived anticipated threat. A key differentiating feature among the Anxiety and fear-related disorders are disorder-specific foci of apprehension, that is, the stimulus or situation that triggers the fear or anxiety. The clinical presentation of Anxiety and fear-related disorders typically includes specific associated cognitions that can assist in differentiating among the disorders by clarifying the focus of apprehension."
862469859,6D72.0,Amnestic disorder due to diseases classified elsewhere,"All definitional requirements for amnestic disorder are met. The memory symptoms are judged to be the direct pathophysiological consequence of a medical condition not classified under mental, behavioural and neurodevelopmental disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not better explained by Delirium, Dementia, another mental disorder (e.g., Schizophrenia or Other Primary Psychotic Disorder, a Mood Disorder) or the effects of a medication or substance, including withdrawal effects. The symptoms are sufficiently severe to be a specific focus of clinical attention. The identified etiological medical condition should be classified separately."
1774027011,6C4C.23,"MDMA or related drug dependence, including MDA, sustained full remission","After a diagnosis of MDMA or related drug dependence, including MDA, and often following a treatment episode or other intervention (including self-intervention), the person has been abstinent from MDMA or related drugs, including MDA, for 12 months or longer."
696956921,6E61,Secondary psychotic syndrome,"A syndrome characterised by the presence of prominent hallucinations or delusions judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder, and are not a psychologically mediated response to a severe medical condition (e.g., an acute stress reaction in response to a life-threatening diagnosis). This category should be used in addition to the diagnosis for the presumed underlying disorder or disease when the psychotic symptoms are sufficiently severe to warrant specific clinical attention."
1075129954,6B61.0,Dissociative amnesia with dissociative fugue,"Dissociative amnesia with dissociative fugue is characterised by all of the features of Dissociative Amnesia, accompanied by dissociative fugue, i.e., a loss of a sense of personal identity and sudden travel away from home, work, or significant others for an extended period of time (days or weeks). A new identity may be assumed."
385389976,6C46.10,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, episodic","A pattern of episodic or intermittent use of stimulants including amphetamines, methamphetamine and methcathinone but excluding caffeine, cocaine and synthetic cathinones that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic stimulant use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to stimulant intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of stimulants including amphetamines, methamphetamine and methcathinone applies."
1673294767,6B82,Binge eating disorder,"Binge eating disorder is characterised by frequent, recurrent episodes of binge eating (e.g. once a week or more over a period of several months). A binge eating episode is a distinct period of time during which the individual experiences a subjective loss of control over eating, eating notably more or differently than usual, and feels unable to stop eating or limit the type or amount of food eaten. Binge eating is experienced as very distressing, and is often accompanied by negative emotions such as guilt or disgust. However, unlike in Bulimia Nervosa, binge eating episodes are not regularly followed by inappropriate compensatory behaviours aimed at preventing weight gain (e.g. self-induced vomiting, misuse of laxatives or enemas, strenuous exercise). There is marked distress about the pattern of binge eating or significant impairment in personal, family, social, educational, occupational or other important areas of functioning."
601226803,6C4F,"Disorders due to use of multiple specified psychoactive substances, including medications","Disorders due to use of multiple specified psychoactive substances, including medications are characterised by the pattern and consequences of multiple psychoactive substances. Although this grouping is provided for coding purposes, in most clinical situations it is recommended that multiple specific disorders due to substance use be assigned rather than using categories from this grouping."
2024690232,6C4G.41,"Withdrawal due to unknown or unspecified psychoactive substance, with perceptual disturbances","All diagnostic requirements for Withdrawal due to unknown or unspecified psychoactive substance are met and the withdrawal state is accompanied by perceptual disturbances (e.g., visual or tactile hallucinations or illusions) with intact reality testing. There is no evidence of confusion and other diagnostic requirements for Delirium are not met. The withdrawal state is not accompanied by seizures."
1600451095,6C4B.1,Harmful pattern of use of volatile inhalants,"A pattern of volatile inhalant use of that has caused damage to a person’s physical or mental health. The pattern of volatile inhalant use is evident over a period of at least 12 months if substance use is episodic or at least one month if use is continuous (i.e., daily or almost daily). Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (1) direct or secondary toxic effects on body organs and systems; or (2) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to volatile inhalant intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of volatile inhalants applies."
911861819,6C41.21,"Cannabis dependence, early full remission","After a diagnosis of cannabis dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from cannabis during a period lasting from between 1 and 12 months."
1710319105,6D84,Dementia due to psychoactive substances including medications,Dementia due to psychoactive substances including medications includes forms of dementia that are judged to be a direct consequence of substance use and that persist beyond the usual duration of action or withdrawal syndrome associated with the substance. The amount and duration of substance use must be sufficient to produce the cognitive impairment. The cognitive impairment is not better accounted for by a disorder that is not induced by substances such as a dementia due to another medical condition.
398872858,6C43.0,Episode of harmful use of opioids,"An episode of opioid use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to opioid intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of opioid use."
1835610951,6C4B,Disorders due to use of volatile inhalants,"Disorders due to use of volatile inhalants are characterised by the pattern and consequences of volatile inhalant use. Volatile inhalants include a range of compounds that are in the gaseous or vapour phase at ambient temperatures and include various organic solvents, glues, gasoline (petrol), nitrites and gases such as nitrous oxide, trichloroethane, butane, toluene, fluorocarbons, ether and halothane. They have a range of pharmacological properties but are predominantly central nervous system depressants, with many also having vasoactive effects. They tend to be used by younger persons and may be used when access to alternative psychoactive substances is difficult or impossible. Volatile Inhalant Intoxication is well recognized. Volatile inhalants have dependence-producing properties and Volatile Inhalant Dependence and Volatile Inhalant Withdrawal is recognized although comparatively uncommon worldwide. Volatile Inhalant-Induced Mental Disorders are described. They may also cause neurocognitive impairment, including Dementia."
467941148,6B45,Disinhibited social engagement disorder,"Disinhibited social engagement disorder is characterised by grossly abnormal social behaviour, occurring in the context of a history of grossly inadequate child care (e.g., severe neglect, institutional deprivation). The child approaches adults indiscriminately, lacks reticence to approach, will go away with unfamiliar adults, and exhibits overly familiar behaviour towards strangers. Disinhibited social engagement disorder can only be diagnosed in children, and features of the disorder develop within the first 5 years of life. However, the disorder cannot be diagnosed before the age of 1 year (or a developmental age of less than 9 months), when the capacity for selective attachments may not be fully developed, or in the context of Autism spectrum disorder."
2131412196,6E63,Secondary anxiety syndrome,"A syndrome characterised by the presence of prominent anxiety symptoms judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder, and are not a psychologically mediated response to a severe medical condition (e.g., anxiety symptoms or panic attacks in response to a life-threatening diagnosis). This category should be used in addition to the diagnosis for the presumed underlying disorder or disease when the anxiety symptoms are sufficiently severe to warrant specific clinical attention."
738827515,6C42.7,Certain specified synthetic cannabinoids-induced mental or behavioural disorders,
1959496054,6C4H.11,"Harmful pattern of use of non-psychoactive substances, continuous","A pattern of continuous use of a non-psychoactive substance (daily or almost daily) that has caused damage to a person’s physical or mental health. The pattern of continuous use of the non-psychoactive substance is evident over a period of at least one month. Harm may be caused by the direct or secondary toxic effects on body organs and systems, or a harmful route of administration."
1448597234,6C51,Gaming disorder,"Gaming disorder is characterised by a pattern of persistent or recurrent gaming behaviour (‘digital gaming’ or ‘video-gaming’), which may be online (i.e., over the internet) or offline, manifested by:

1. impaired control over gaming (e.g., onset, frequency, intensity, duration, termination, context);

2. increasing priority given to gaming to the extent that gaming takes precedence over other life interests and daily activities; and

3. continuation or escalation of gaming despite the occurrence of negative consequences.

The pattern of gaming behaviour may be continuous or episodic and recurrent. The pattern of gaming behaviour results in marked distress or significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. The gaming behaviour and other features are normally evident over a period of at least 12 months in order for a diagnosis to be assigned, although the required duration may be shortened if all diagnostic requirements are met and symptoms are severe."
724783925,6C46.70,"Stimulant-induced mood disorder including amphetamines, methamphetamine or methcathinone","Stimulant-induced mood disorder including amphetamines, methamphetamine and methcathinone is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication or withdrawal due to stimulants. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of Stimulant intoxication or Stimulant withdrawal. The amount and duration of stimulant use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the stimulant use, if the symptoms persist for a substantial period of time after cessation of the stimulant use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with use of stimulants)."
959548182,6B21.1,Body dysmorphic disorder with poor to absent insight,"All definitional requirements of body dysmorphic disorder are met. Most or all of the time, the individual is convinced that the disorder-specific beliefs are true and cannot accept an alternative explanation for their experience. The lack of insight exhibited by the individual does not vary markedly as a function of anxiety level."
2124501487,6A21.20,"Schizoaffective disorder, continuous, currently symptomatic","All definitional requirements for Schizoaffective disorder, continuous in terms of symptoms and duration are currently met, or have been met within the past one month."
1012312104,6C40.7,Certain specified alcohol-induced mental or behavioural disorders,
25238782,6C45.4,Cocaine withdrawal,"Cocaine withdrawal is a clinically significant cluster of symptoms, behaviours and/or physiological features, varying in degree of severity and duration, that occurs upon cessation or reduction of use of cocaine in individuals who have developed Cocaine dependence or have used cocaine for a prolonged period or in large amounts. Presenting features of Cocaine withdrawal may include dysphoric mood, irritability, fatigue, psychomotor retardation, vivid unpleasant dreams, insomnia or hypersomnia, increased appetite, anxiety, psychomotor agitation or retardation, and craving for cocaine."
1468768235,6D85,Dementia due to diseases classified elsewhere,
